Date,Racism,Sexual minorities,Gender minorities,Homosexuality,Homophobia,Misogyny,Intersectionality,Toxic,Woke,Cancel,Gender roles,Gender identity,Feminism,Masculinity,Other gender,Discrimination,Equality,Rainbow,Prime Minister,Government,Parliament,Agriculture,Industry,Climate,Elderly,Secretary of Treasury,Act Proposal,School,Labor Unions,Secretary of Defence,Secretary of Foreign Affairs,Mortgage,Demonstrations,Immigration,Secretary of State Home Office
2022-02-12,0.299527492935877,-0.5109365929760042,-0.4694641162530888,0.708071656051086,0.5540002611983594,-0.3010381703349331,1.1712513705981975,0.3768633998331756,0.6323574906252899,0.8077544429090932,0.935008896666454,-0.2695610118908037,-0.022718059596504258,-0.6849708247738542,1.3769059501093075,-0.5685937538767996,-0.7904300946404764,0.0792990866742517,-1.571412550726702,-0.8860799834602971,-1.025039380651639,-1.1878063470702025,-1.562935750284077,-1.0122926082538732,-1.0713060572171713,-0.31591610387515345,1.1167267378921433,-0.13817601707082058,0.7659839557418345,0.21983652305297735,-0.6394429458858183,-0.11296410546394425,1.7387666757340652,-0.8949730880079155,0.361257228239253
2022-02-13,0.39036357310233527,-0.5283796557448686,-0.4900265102752289,0.6781199381938757,0.5750838234749398,-0.25668918992144496,1.1784772046078758,0.43908006772965674,0.5483134367822308,0.7828494125145025,0.850695255302826,-0.4069306574773229,0.03671454951850981,-0.7352101851409637,1.3962927309125663,-0.6413458184158359,-1.0260111268001502,0.059578484642550666,-1.6699524537186212,-1.0376584609264352,-1.1057263469819518,-1.2323853071192064,-1.8611615230129528,-0.9578461480484372,-1.0505679387511748,-0.5689289567096013,1.2239424889256647,-0.13414872814741668,0.7160162772523008,0.2324964379483617,-0.6026175498146205,-0.2758712306588923,1.7987067576060407,-0.817117506037083,0.19149704243279228
2022-02-14,0.38098138408736315,-0.5754212695115293,-0.6117982143282478,0.8319842801282976,0.6774418026879657,-0.40676991707077376,1.1805175966301176,0.4141639499550956,0.5686006549913524,0.810405140752507,0.853119444424695,-0.5484715829556973,0.12443422505754421,-0.7761806508244948,1.3631997603496178,-0.5996125893915198,-0.8679883599802052,-0.004329100127374747,-1.7046172785271871,-1.145608509866562,-1.0793400447385766,-1.2052148083981091,-1.9250953109210238,-0.8010817689319389,-1.086222891130915,-0.5948102512237847,1.1562029823307183,-0.1817959083291005,0.7537271041087711,0.2775412095571507,-0.5188291137097013,-0.19637529015233113,1.802953284098783,-0.7718551588077653,0.042896839669764465
2022-02-15,0.4480655983861854,-0.5324292442254775,-0.6364396671260011,0.8688578613567622,0.7167298444475112,-0.39473894833461076,1.1309886776825242,0.409500019462303,0.5282648672028596,0.6345375496605878,0.981490558253988,-0.5427381531225226,0.12797702975667985,-0.8088072276419483,1.3897949670003709,-0.6337406139624714,-1.1070212452469317,0.0038574509525673268,-1.6555436048790866,-1.1251642552478727,-0.9523584639869545,-1.0848519739661475,-2.0448103170193512,-0.8495658808281925,-1.1428595340557632,-0.6673470286033624,1.1178078810890877,0.10424500107150528,0.8055573713591515,0.34641950545379807,-0.34562907884922933,-0.2308465491451338,1.9135072778591171,-0.7026097740670674,-0.1366423117031843
2022-02-16,0.4713486260893462,-0.6655927894957451,-0.6201931139074799,0.7805803338593681,0.7350655068310128,-0.5922915332279399,1.1403742326157822,0.37868119518326104,0.5627915476656083,0.36465228904640834,1.0626461639948461,-0.5609364072669629,0.19465275287237593,-0.7331807308779308,1.5733186446343148,-0.6147684239528257,-1.0570657989569257,0.01660924814942201,-1.571305631160782,-1.1725214418400998,-0.7881280101189696,-1.1280635938879293,-2.1429564701715207,-0.6492300531281995,-1.2574137690034535,-0.7187706755883494,1.1960867960439172,0.11200920643345501,0.750043959106311,0.38972400979721816,-0.18773528022181354,-0.4346565000501553,2.0355507402952497,-0.6564631036936192,-0.18391218549373287
2022-02-17,0.5295304615197742,-0.7977934658288128,-0.6915305770291194,0.884883331663519,0.7565055285321614,-0.5473226945540521,1.0831397427822427,0.4892629073621545,0.5218225654421844,0.2896156329148567,1.141835821120368,-0.6154356196180384,0.1271745613245366,-0.7891635225221257,1.534198347736928,-0.5175139586108319,-0.9921524907014226,-0.07748156736728476,-1.4604590092799896,-1.0939206988011798,-0.8855129192211768,-1.1416132795198646,-1.9304386235915894,-0.8231281550104356,-1.2384524077009962,-0.6620738303131521,1.0734566967097534,0.10445596044194352,0.8759282042962786,0.43744324395946615,-0.30953177366627976,-0.4536982355965744,2.130098817757651,-0.5670363401019572,-0.17017969600201344
2022-02-18,0.48300851061412275,-0.748281285571314,-0.7378864223621096,1.0702608534563263,0.781973791859697,-0.6530128349080434,1.086381259810581,0.5264537188832537,0.5529143704605664,0.5309525190179211,1.1279343276963818,-0.5412794891656048,0.04103668386247291,-0.8008992599204133,1.549271641602916,-0.5627246362276032,-0.8847785716277411,-0.027684978978033754,-1.3647511277358546,-1.2141489289226541,-0.9733019881403544,-1.0785586407887349,-1.8243318578771384,-0.8410820545319613,-1.2898469913295918,-0.6300995008414934,0.807906118445949,0.18781549351401652,0.9301725863627847,0.5634230376028241,-0.19017823999638347,-0.46552850458055145,2.1897012871947217,-0.6616963412512494,-0.24921024761622768
2022-02-19,0.5847032217549331,-0.6807690645630733,-0.8702034025242037,1.0977826766879666,0.7952348709568213,-0.6142297916682717,1.1658111160714735,0.6004675117372624,0.5807065286291303,0.5483346401369532,1.1238900232691413,-0.5956091769681192,-0.0012531785978121734,-0.8145953108290311,1.3580788039371063,-0.4672019387962871,-0.926723023755437,-0.07724142475817393,-1.1477974394641075,-1.0014670355681123,-0.974376374021345,-0.9831664076943133,-1.5700576213382318,-0.7721446226846517,-1.2761843359290812,-0.7402821940721485,1.0551870660787697,0.3045748988051593,0.9503698269605019,0.6840315620965712,0.04033718961472099,-0.577986070131149,2.208771789592678,-0.7066472496479413,-0.23963096806848125
2022-02-20,0.5242101132251947,-0.831235393899154,-0.8515025568500351,0.9218056764923658,0.7615662172115759,-0.830051707911837,1.2517079021580317,0.6764769203319357,0.5737781614312114,0.5855285320605604,1.1082069334232612,-0.7531939468247791,0.041363919582352866,-0.8850509562919788,1.4123071399327716,-0.260404362965222,-0.9172082098858335,-0.09408867012288598,-0.9527793487936421,-0.9069191462696792,-0.9330484343615756,-0.9783260118019241,-1.666227709905304,-0.9887113572174488,-1.276780752419633,-0.787760307616049,0.956191007050089,0.21876626139987027,0.961913957766127,0.8261014562335774,0.4291525720098659,-0.6483074666677212,2.0523713072521073,-0.6331613222597405,-0.18517410552928867
2022-02-21,0.49556874677380436,-1.021466628882067,-0.9081061504562069,0.677388472224291,0.8202101707245618,-0.8532152397551349,1.3256808867100336,0.580553897847994,0.5685889167100957,0.6918747045839314,1.184035180783618,-0.7923248475970283,-0.07188512540518682,-0.8048729363727337,1.2907639778513424,-0.15225442679729093,-1.0234303814817125,-0.11854538811965491,-0.8367707503513493,-0.5050697230158777,-0.7096170743286051,-1.038373223951961,-1.5368835905773055,-1.0817092892699471,-1.3495730715591514,-0.782291563910571,0.9072176706133279,-0.12275192854810743,1.0010754955835153,0.9702624410208188,0.8715871096823518,-0.689657260389649,1.9601801536988996,-0.5927543993243852,-0.11591840477165793
2022-02-22,0.3851835349470238,-0.9273040420431269,-1.0139922018527685,0.5117250315103868,0.8226421299535074,-0.8221231087027736,1.2599817626231067,0.5825248230418124,0.6561404968775179,0.8322336386660141,1.0650079039662113,-0.870048079159176,-0.0036588600167745365,-0.8151166520959845,1.4242650897308085,-0.1008443862164818,-0.9876900745350522,-0.13161006851128876,-0.6684474135420712,0.0974246075146166,-0.5557623412376027,-0.9548283029589066,-1.2903008823726818,-1.1381169765286694,-1.274401557978031,-0.7851425733159278,0.9385889222996042,-0.16398537688372924,1.076981661685792,1.1968799055575612,1.2529951162059163,-0.8512566436679798,2.051177332584492,-0.5294774501220202,0.00424317102098462
2022-02-23,0.4657248992025258,-1.0819684634962579,-1.0998318156012472,0.41571032712358774,0.8280334879528006,-0.7723916364149079,1.293047852245287,0.5867797240854754,0.6473166929057188,0.8623450235724498,1.1345951205626064,-0.9525358513766,0.0033033226473286915,-0.8838909688450984,1.0467207809035943,-0.0501068711539169,-1.2071299792521188,-0.22972235892499862,-0.49723701269254306,0.2582131482940444,-0.3795290005189712,-0.935557200169213,-1.1911681661873226,-1.2148867306615334,-1.2449809059915937,-0.8622004971627313,1.0984397898486216,-0.34043227743793864,1.0149145474035983,1.4216675746608403,1.7170785226990004,-0.9242867163891,2.022775518174354,-0.5208266727419745,0.1483212558896164
2022-02-24,0.49526487549635484,-1.0582521775767808,-1.1366560925724454,0.41560867046697386,0.8312579844910383,-0.6207038505519148,1.2281317746848237,0.6136965433963171,0.7219839023584845,0.7243103681313704,0.7969389972905487,-1.0594093055889655,-0.029368328965245993,-1.0318897043916737,0.8568827370096239,0.062418407684989595,-1.2887172783200738,-0.2741343164860031,-0.252533437946061,0.5748659924908575,-0.4990980610429365,-0.8503676630659956,-1.2697550687888837,-1.3495743346833478,-1.2478780175526156,-1.0311378825873403,1.0353541973448381,-0.4916665278823876,0.8521455315914769,1.4925985565308724,1.8533361042147536,-1.0238892845548084,1.9932280259397075,-0.3787293232529334,0.3445922927644933
2022-02-25,0.4621939383964655,-1.192200430662745,-1.1486292067618935,0.43327678794580243,0.8330859187474724,-0.5123805919582268,1.2662348358227082,0.5893417983524097,0.7704975015224682,0.7427144731012648,0.798819338722673,-1.06271490922204,-0.03423834914400652,-1.0429309053487785,0.6085694200494156,0.1658443396601505,-1.1015272694490854,-0.33282217503232264,-0.05726596279132015,0.19128161634007423,-0.4905241964788162,-0.7871764221104165,-1.171080510718877,-1.4927931649302757,-1.1702137159521964,-1.0992396414879808,0.8415460455218076,-0.8479463057210573,0.7549849838772792,1.525610015900868,1.9326109277773071,-1.022439141453096,2.046230621013364,-0.217726385860752,0.4555607843326396
2022-02-26,0.564403946157478,-1.200304558879644,-1.2004187001557358,0.2875230719984787,0.7027280707107534,-0.4655436215143928,1.2710507252467906,0.4830614290837939,0.7590189834426762,0.6932770331644665,0.7385404966006405,-1.1097274568463562,0.004499375856045234,-0.9906199336891717,0.7301661369843172,0.22047788211686836,-1.2096290956412024,-0.3469947117571204,-0.04626401506184859,-0.3936174903495777,-0.5053100637944118,-0.7063473578701939,-1.3685842171780644,-1.5065408243911567,-1.119553012413362,-1.2141445129900577,1.041854029384411,-0.9625960331136527,0.7067246595348872,1.5237523648542841,1.8967404658180267,-1.0202727285217317,1.9516379195528426,-0.11128805851282328,0.6957444432038166
2022-02-27,0.6716490079441068,-1.2525672127014569,-1.1647133296577696,0.25006614969068824,0.7241255430407684,-0.5458523447568123,1.280613208432026,0.5196921217856756,0.746669429733388,0.8271896441315856,0.6659119815716774,-1.0732311362509095,0.047448495396625136,-1.0559343194212865,0.8259689431092515,0.31061511490705196,-1.2838864581932514,-0.4607373326254553,-0.06374509034009596,-0.9633698449056258,-0.517118126128135,-0.6492484590488545,-1.3641713615906295,-1.4319323497267855,-1.2506659451122393,-1.2615636594938942,1.3551982057500316,-1.0188203695203892,0.7093875459059681,1.4782029657273656,1.6793827106694752,-1.1185828746601412,1.988301167850505,-0.05930108503096763,0.8218696491163898
2022-02-28,0.9028236959290631,-1.2857181181853403,-1.1638747254790944,0.22581845711674103,0.7520530243062554,-0.5153760540881039,1.3894056808313373,0.5349756221705859,0.7443193282516438,0.7966846525606438,0.6264882470046037,-1.0834837112268183,0.016252540262611984,-0.9798577278850915,0.8579334739697982,0.4381880366132206,-1.4572878757368286,-0.4751811053362513,-0.12777418887547867,-1.0525263492862769,-0.4605805211841666,-0.4267582032840448,-1.4962128544896933,-1.2140910336780688,-1.2761714424501438,-1.3478137079057608,1.3074567595684083,-0.9860941870478974,0.7573612908422239,1.4989993627831177,1.64357575532355,-1.193030620818583,1.9913942086383827,0.13407905884538213,1.0172300437241488
2022-03-01,1.0867577900923475,-1.2883697804677123,-1.213903342596413,0.11954350920282883,0.7510703363706995,-0.3252211904820069,1.3931395597834326,0.5210665683887249,0.7490815864929001,0.6791640162831314,0.6536028103345122,-1.207871074114342,0.0899531017671109,-1.01109806668621,0.8993564425960086,0.5712324058939141,-1.5112074670507185,-0.4854919900490635,0.10031907491530473,-0.8425117856737472,-0.17225368905099836,-0.16583890366044426,-1.228583835038308,-1.0527480551397743,-1.2630916828852303,-1.3719103802284613,1.4866059086701298,-1.0115236621537176,0.7332658970012427,1.5825433432764267,1.7187654177974683,-1.1336389760460235,1.9465801486873804,0.39170945273131963,1.2405346269490476
2022-03-02,1.1493209964347273,-1.2717852388083453,-1.27152705845889,0.2634101122581683,0.7842456993984313,-0.36126223026082266,1.4732863859374117,0.5411341698204796,0.7425831148256259,0.7176174608778978,0.6318652606295366,-1.2213387126798307,0.08256277292230317,-1.057434281979774,0.5453557422306387,0.6742503771997758,-1.4608782420787008,-0.4651292953164661,0.297441806195525,-0.5485130725384609,0.11610641030553966,-0.11571562263116128,-1.2252129531530684,-1.0233089678605065,-1.1756537263309652,-1.5030211788533276,1.5167771040842657,-1.1882776583871577,0.65917533493085,1.7700966867918584,1.6642865382209528,-1.1284897842208006,1.8385996824775197,0.5799147181080768,1.3847823195570514
2022-03-03,1.2476539617603406,-1.2738374022706955,-1.1685651242506476,0.28755579915521023,0.7756035173440076,-0.20615594050867722,1.4261265178145432,0.5974051111690856,0.6978334130983922,0.9660964817710863,0.6624217273041068,-1.1920369677841827,0.05174491001070165,-1.0940933565660378,0.27202119902333693,0.8633846839734088,-1.5925522896739754,-0.4647863316545832,0.46037628873943504,-0.14930828024847193,0.12273382576347126,0.07049723941152754,-0.9860041842999785,-0.7979323004591133,-1.0770519445327793,-1.607124269207923,1.3217510275060949,-1.3803609207708898,0.5486987982077759,1.8057180923752354,1.787733625339005,-1.1634208216250674,1.8858573269887338,0.7776641599498268,1.5402241679138473
2022-03-04,1.3893937157104754,-1.221853810366629,-1.1430400350414167,0.3157563538901016,0.7647945164306859,-0.14222048242041607,1.3794145891304859,0.6488096744861874,0.6410850648730737,1.1511347703959929,0.5468493947257107,-1.1412258882053272,-0.07481050075728493,-1.1602485533944293,0.10626273790071919,0.929484921919191,-1.599577940779045,-0.41516230413639915,0.43620424736587876,-0.18660189964362042,0.05547924957854119,0.16092650213828522,-1.1813111952358721,-0.6150889361747195,-1.018020316162325,-1.6505153777140518,1.3588676767781154,-1.6037175186519759,0.6827513789341676,1.9197329176200595,1.7508561466940447,-1.101377494714443,1.8489550627743427,0.9044069826425513,1.52309808860847
2022-03-05,1.4994671341848027,-1.2125803538164819,-1.1867432094045045,0.41762291073553154,0.7930563019480148,-0.051540296509995934,1.3477523968434855,0.7416322048318279,0.6670783137973895,1.1103156688856555,0.6316005612726256,-1.0706072060305023,-0.03946296447416555,-1.2003228038764115,0.18869224419899372,1.0160628417516784,-1.633034382929707,-0.3732447407707369,0.4055605872467677,-0.27730084137538036,-0.18553928710951798,0.3512958162064438,-1.2046841481518498,-0.5349550791362895,-0.8679451581927022,-1.631852306165509,1.3915000367643673,-1.5715921255936753,0.594592767351931,1.9348474011171866,1.322883047392998,-1.115857707748031,1.7679259098373963,0.9610816462728884,1.4046215715386392
2022-03-06,1.702021299225431,-1.1215019147009375,-1.1527653557070763,0.6297065101889102,0.8098653189921695,0.03247729229296397,1.30217637824559,0.6513333193347692,0.6713995120006924,1.204269098537099,0.7654706018644364,-1.1655447447000655,-0.024314973680672966,-1.2932849629548773,0.1800214627155277,1.15317503745189,-1.5165240411488357,-0.3213660482189131,0.2487469860697721,-0.46285077264296914,-0.22756398193275978,0.6151624927014794,-0.9326866955308089,-0.43271369578809266,-0.7695779498329682,-1.5592153559645543,1.3213480072909245,-1.338786713735597,0.7467638669384772,1.8071830286232886,1.1279342401780357,-1.0521912973927203,1.6620088193033282,1.035749511113741,1.3735756806822144
2022-03-07,1.857538194156588,-1.0649783073862031,-1.1659147231796387,0.5824621169150078,0.8854033117960828,0.07613210962967262,1.2765106893258786,0.6491448729388185,0.699048890352701,1.166803459914981,0.8113546327187294,-1.2645654583018393,0.015650764697367307,-1.2850236172124878,0.3455796013349328,1.2699162221494624,-1.5233089025385127,-0.3586885240129386,0.16594410352227568,-0.47323723293483183,-0.24273665564869013,0.8819139031102426,-0.6543204552133483,-0.6289668096692022,-0.7154989305229307,-1.4185507281465388,1.3978165415204478,-1.1355836778143102,0.9092463740796948,1.7519081928147107,1.1699688322726167,-1.127646496309293,1.4845178709168112,1.1522629228664216,1.2663046978055488
2022-03-08,2.027436356930868,-0.9457533999209101,-1.1608001387579354,0.6198268263742227,0.8294990123860175,0.08177359220394906,1.2517631874031743,0.5933863957566604,0.7911065734169057,1.23736584216949,0.91064998148905,-1.430942223948632,0.008662114409102138,-1.317106371025492,0.3021895615604511,1.4302910509481999,-1.3220522356827709,-0.31294740286203493,0.1552377571669377,-0.17044532370607035,-0.29190996882955506,1.21279930369802,-0.2211214997340817,-0.43714131646375753,-0.7008593257642073,-1.4131507272964579,1.602923577713604,-1.2381903312555862,0.9441473281839959,1.6708496679953933,0.9935198045995883,-1.1382337248857162,1.2966820977849418,1.3276671250972183,1.253732231847625
2022-03-09,2.261201962744653,-0.8942789622850472,-1.1168446703863573,0.6294663265602107,0.9109346719472342,0.13783275893376978,1.3329187056751852,0.5136155253864728,0.8893410414433639,1.3174274734295959,0.9588130750261228,-1.5635833361164502,0.20347439166667133,-1.390949680255401,-0.012770339368713442,1.48929333004574,-1.3442340270399193,-0.39262829855221143,0.05733263238260537,-0.21205878145422447,-0.35335766214819003,1.5113158490988345,0.17718434199544006,-0.044100061048890735,-0.6939298352895963,-1.2372383481622853,1.9014283972685573,-1.3274106331775906,0.9732264872225336,1.5836660200779928,0.8592415955683187,-1.1249515121866958,1.1448124609528338,1.1946432760014474,1.0876663455656952
2022-03-10,2.220418590245891,-0.8082759356069583,-1.16076790586409,0.6753701252716916,1.0321618917662343,0.015444993245937153,1.4189316626663875,0.4196777035627246,0.8580170186215746,1.2653820838981193,1.0160865015583094,-1.7242965366812188,0.21747925227462886,-1.2471665121926474,-0.08738105094738555,1.5389401942019123,-1.4892973612028932,-0.46242829562515825,-0.09901184220894114,-0.2674618379925606,-0.36672126344127065,1.883226577597831,0.37932158208167066,0.12001717261188595,-0.7666536507993413,-0.9931913983858243,1.8424552842504474,-1.3376412986400763,0.8202301925210925,1.3926153414826958,0.8247724121326829,-1.1395405926611684,0.9525191850129501,1.2075223337930998,0.9611861058057496
2022-03-11,2.2488279723940523,-0.652375616915296,-1.1658168646499472,0.5411499576847275,1.0861400236589458,-0.1731879667939395,1.3192474012034436,0.3908572646671222,0.8719398546942423,1.3669209437853493,1.1118757141420779,-1.7924484221789303,0.2093902510940469,-1.209471820239619,-0.19279588069542905,1.717634732644501,-1.2941447853011123,-0.5281779995804777,-0.2528278586649246,-0.4778676282893325,-0.3676076870216832,2.275226987609302,0.5416206777705895,0.3677842829380394,-0.6414888700535661,-0.7433525689668755,1.8156189975840689,-1.2038068749353465,0.7735911523579592,1.2281061417056942,0.5691836387562634,-1.088375002889742,0.8295744708204225,1.2244724501215896,0.8262112886077309
2022-03-12,2.1980637747414207,-0.6770017502213189,-1.1927688406052694,0.4763078873092872,1.1148431725785093,-0.45859677894097284,1.279399210878807,0.34480527622781754,0.9291360540690538,1.389009221676342,1.095290376803283,-1.8467957756275653,0.2537367194545425,-1.139735126338471,-0.5480256285227739,1.9516220738513896,-1.1381849854948947,-0.5819340398076964,-0.20803056955375474,-0.36568004165026324,-0.3251638718456709,2.4785413472984996,0.5148883198059866,0.5922930069632418,-0.6911220883301505,-0.4888503852358209,1.8768021221975841,-1.01994844026809,0.723791638333191,1.1855855749886433,0.3448689390727345,-0.9851286606595476,0.7870302870133024,1.3564873822099501,0.7693911564111143
2022-03-13,2.1080431268299393,-0.5954903721792455,-1.2795607799882032,0.63709227695677,1.223580298234532,-0.702288925875002,1.264136771472918,0.4073227666579112,0.9056172720838604,1.416830384390709,1.0585059128539454,-1.9292553814815805,0.40890102350274266,-1.0686232923618881,-0.6976713062616048,2.0127323479383215,-0.9354115560409445,-0.6645014147297194,-0.24349634051726862,-0.25570243280792454,-0.2337060078428938,2.6021908817932387,0.28910831620000244,0.7514209645269696,-0.568977072414697,-0.29563480319173807,1.9622801827864107,-0.9977725962287672,0.6974891910833331,1.2440987787090183,0.13638016873306172,-0.972247574530121,0.6320318902828819,1.4216529595047223,0.8077737202858549
