Date,Racism,Sexual minorities,Gender minorities,Homosexuality,Homophobia,Misogyny,Intersectionality,Toxic,Woke,Cancel,Gender roles,Gender identity,Feminism,Masculinity,Other gender,Discrimination,Equality,Rainbow,Prime Minister,Government,Parliament,Agriculture,Industry,Climate,NumOfArticles
2022-09-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,5,2,0,5,2,33
2022-09-26,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,14,3,1,8,5,81
2022-09-27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,2,3,4,8,81
2022-09-28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,0,3,4,89
2022-09-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,11,9,0,6,1,83
2022-09-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,3,2,6,4,59
2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,2,2,42
2022-10-02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,3,1,2,3,39
2022-10-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,7,3,4,1,66
2022-10-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,12,4,0,5,1,65
2022-10-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,4,1,5,3,66
2022-10-06,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,11,9,2,2,3,64
2022-10-07,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,11,6,0,4,5,71
2022-10-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,2,1,36
2022-10-09,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,2,1,0,35
2022-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,4,4,59
2022-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,6,3,62
2022-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,10,4,0,4,3,76
2022-10-13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,3,12,5,2,7,4,68
2022-10-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,0,28
